cage_number,treatment,species,value,trophic_level,metric,interaction_evenness
13,Dpo_Dpl,Salvia_farinacea,0.510476725,plant,selectivity,0.516556207
13,Dpo_Dpl,Cucurbita_pepo,0.62532543,plant,selectivity,0.516556207
14,Dpo_Dpl,Coriandrum_sativum,0.102895263,plant,selectivity,0.515759074
14,Dpo_Dpl,Brassica_rapa,0.217983172,plant,selectivity,0.515759074
14,Dpo_Dpl,Lupinus_hartwegii,0.661595668,plant,selectivity,0.515759074
14,Dpo_Dpl,Fagopyrum_esculentum,0.134818684,plant,selectivity,0.515759074
14,Dpo_Dpl,Salvia_farinacea,0.539569839,plant,selectivity,0.515759074
14,Dpo_Dpl,Cucurbita_pepo,0.62532543,plant,selectivity,0.515759074
14,Dpo_Dpl,Centaurea_cyanus,0.581213042,plant,selectivity,0.515759074
15,Dpo_Dpl,Brassica_rapa,0.276898025,plant,selectivity,0.443089075
15,Dpo_Dpl,Coriandrum_sativum,0.231690301,plant,selectivity,0.443089075
15,Dpo_Dpl,Cucurbita_pepo,0.593740071,plant,selectivity,0.443089075
15,Dpo_Dpl,Centaurea_cyanus,0.498307798,plant,selectivity,0.443089075
15,Dpo_Dpl,Fagopyrum_esculentum,0.156504508,plant,selectivity,0.443089075
15,Dpo_Dpl,Lupinus_hartwegii,0.623909442,plant,selectivity,0.443089075
15,Dpo_Dpl,Salvia_farinacea,NA,plant,selectivity,0.443089075
16,Dpo_Epl,Brassica_rapa,0.192791103,plant,selectivity,0.620589723
16,Dpo_Epl,Salvia_farinacea,0.469325184,plant,selectivity,0.620589723
16,Dpo_Epl,Fagopyrum_esculentum,0.209095568,plant,selectivity,0.620589723
16,Dpo_Epl,Coriandrum_sativum,0.243536119,plant,selectivity,0.620589723
16,Dpo_Epl,Lupinus_hartwegii,0.633191711,plant,selectivity,0.620589723
16,Dpo_Epl,Cucurbita_pepo,0.649431883,plant,selectivity,0.620589723
16,Dpo_Epl,Centaurea_cyanus,0.411866714,plant,selectivity,0.620589723
17,Dpo_Epl,Cucurbita_pepo,NA,plant,selectivity,0.59571479
17,Dpo_Epl,Salvia_farinacea,0.479243242,plant,selectivity,0.59571479
17,Dpo_Epl,Coriandrum_sativum,0.199984224,plant,selectivity,0.59571479
17,Dpo_Epl,Fagopyrum_esculentum,0.177726712,plant,selectivity,0.59571479
17,Dpo_Epl,Brassica_rapa,0.128142375,plant,selectivity,0.59571479
17,Dpo_Epl,Lupinus_hartwegii,0.653748583,plant,selectivity,0.59571479
17,Dpo_Epl,Centaurea_cyanus,0.439460948,plant,selectivity,0.59571479
18,Dpo_Epl,Brassica_rapa,0.206075858,plant,selectivity,0.62016339
18,Dpo_Epl,Fagopyrum_esculentum,0.179183066,plant,selectivity,0.62016339
18,Dpo_Epl,Salvia_farinacea,0.574793365,plant,selectivity,0.62016339
18,Dpo_Epl,Coriandrum_sativum,0.148102422,plant,selectivity,0.62016339
18,Dpo_Epl,Centaurea_cyanus,0.459095747,plant,selectivity,0.62016339
18,Dpo_Epl,Lupinus_hartwegii,0.633704497,plant,selectivity,0.62016339
18,Dpo_Epl,Cucurbita_pepo,0.510476725,plant,selectivity,0.62016339
19,Dpo_Epl,Fagopyrum_esculentum,0.240428351,plant,selectivity,0.548131823
19,Dpo_Epl,Brassica_rapa,0.250620139,plant,selectivity,0.548131823
19,Dpo_Epl,Centaurea_cyanus,0.605248861,plant,selectivity,0.548131823
19,Dpo_Epl,Coriandrum_sativum,0.294323456,plant,selectivity,0.548131823
19,Dpo_Epl,Cucurbita_pepo,0.65358488,plant,selectivity,0.548131823
19,Dpo_Epl,Lupinus_hartwegii,0.661638893,plant,selectivity,0.548131823
19,Dpo_Epl,Salvia_farinacea,0.403653405,plant,selectivity,0.548131823
2,Epo_Epl,Brassica_rapa,0.29362212,plant,selectivity,0.686697732
2,Epo_Epl,Salvia_farinacea,1,plant,selectivity,0.686697732
2,Epo_Epl,Centaurea_cyanus,0.595976562,plant,selectivity,0.686697732
2,Epo_Epl,Fagopyrum_esculentum,0.196772987,plant,selectivity,0.686697732
2,Epo_Epl,Coriandrum_sativum,0.287546348,plant,selectivity,0.686697732
2,Epo_Epl,Cucurbita_pepo,NA,plant,selectivity,0.686697732
2,Epo_Epl,Lupinus_hartwegii,0.928203896,plant,selectivity,0.686697732
20,Dpo_Epl,Brassica_rapa,0.160989856,plant,selectivity,0.573247907
20,Dpo_Epl,Coriandrum_sativum,0.137293987,plant,selectivity,0.573247907
20,Dpo_Epl,Fagopyrum_esculentum,0.226846237,plant,selectivity,0.573247907
20,Dpo_Epl,Centaurea_cyanus,0.513284119,plant,selectivity,0.573247907
20,Dpo_Epl,Cucurbita_pepo,NA,plant,selectivity,0.573247907
20,Dpo_Epl,Lupinus_hartwegii,0.494679388,plant,selectivity,0.573247907
20,Dpo_Epl,Salvia_farinacea,0.436042615,plant,selectivity,0.573247907
3,Epo_Epl,Coriandrum_sativum,0.238066623,plant,selectivity,0.601050892
3,Epo_Epl,Lupinus_hartwegii,0.961202038,plant,selectivity,0.601050892
3,Epo_Epl,Fagopyrum_esculentum,0.169864437,plant,selectivity,0.601050892
3,Epo_Epl,Brassica_rapa,0.346369455,plant,selectivity,0.601050892
3,Epo_Epl,Centaurea_cyanus,0.713089085,plant,selectivity,0.601050892
3,Epo_Epl,Cucurbita_pepo,NA,plant,selectivity,0.601050892
3,Epo_Epl,Salvia_farinacea,0.830428345,plant,selectivity,0.601050892
4,Epo_Epl,Lupinus_hartwegii,0.917585255,plant,selectivity,0.548366513
4,Epo_Epl,Cucurbita_pepo,1,plant,selectivity,0.548366513
4,Epo_Epl,Fagopyrum_esculentum,0.425804121,plant,selectivity,0.548366513
4,Epo_Epl,Brassica_rapa,0.41487381,plant,selectivity,0.548366513
4,Epo_Epl,Coriandrum_sativum,0.334862856,plant,selectivity,0.548366513
4,Epo_Epl,Centaurea_cyanus,0.910339468,plant,selectivity,0.548366513
4,Epo_Epl,Salvia_farinacea,0.758415803,plant,selectivity,0.548366513
5,Epo_Epl,Fagopyrum_esculentum,0.101023543,plant,selectivity,0.656495229
5,Epo_Epl,Salvia_farinacea,0.885035016,plant,selectivity,0.656495229
5,Epo_Epl,Centaurea_cyanus,0.780312638,plant,selectivity,0.656495229
5,Epo_Epl,Lupinus_hartwegii,0.975389148,plant,selectivity,0.656495229
5,Epo_Epl,Cucurbita_pepo,1,plant,selectivity,0.656495229
5,Epo_Epl,Brassica_rapa,0.275781147,plant,selectivity,0.656495229
5,Epo_Epl,Coriandrum_sativum,0.099839161,plant,selectivity,0.656495229
6,Epo_Dpl,Fagopyrum_esculentum,0.280755012,plant,selectivity,0.543970875
6,Epo_Dpl,Cucurbita_pepo,1,plant,selectivity,0.543970875
6,Epo_Dpl,Centaurea_cyanus,0.59819627,plant,selectivity,0.543970875
6,Epo_Dpl,Brassica_rapa,0.418315412,plant,selectivity,0.543970875
6,Epo_Dpl,Coriandrum_sativum,0.303544187,plant,selectivity,0.543970875
6,Epo_Dpl,Lupinus_hartwegii,1,plant,selectivity,0.543970875
6,Epo_Dpl,Salvia_farinacea,0.597421615,plant,selectivity,0.543970875
7,Epo_Dpl,Cucurbita_pepo,1,plant,selectivity,0.52759868
7,Epo_Dpl,Fagopyrum_esculentum,0.366883426,plant,selectivity,0.52759868
7,Epo_Dpl,Centaurea_cyanus,0.574968404,plant,selectivity,0.52759868
7,Epo_Dpl,Brassica_rapa,0.430966538,plant,selectivity,0.52759868
7,Epo_Dpl,Coriandrum_sativum,0.461669775,plant,selectivity,0.52759868
7,Epo_Dpl,Lupinus_hartwegii,1,plant,selectivity,0.52759868
7,Epo_Dpl,Salvia_farinacea,NA,plant,selectivity,0.52759868
8,Epo_Dpl,Brassica_rapa,0.354443675,plant,selectivity,0.634345977
8,Epo_Dpl,Fagopyrum_esculentum,0.435958649,plant,selectivity,0.634345977
8,Epo_Dpl,Centaurea_cyanus,0.555150777,plant,selectivity,0.634345977
8,Epo_Dpl,Cucurbita_pepo,NA,plant,selectivity,0.634345977
8,Epo_Dpl,Coriandrum_sativum,0.530710591,plant,selectivity,0.634345977
8,Epo_Dpl,Lupinus_hartwegii,1,plant,selectivity,0.634345977
8,Epo_Dpl,Salvia_farinacea,1,plant,selectivity,0.634345977
9,Epo_Dpl,Brassica_rapa,0.460579124,plant,selectivity,0.530888629
9,Epo_Dpl,Fagopyrum_esculentum,0.486303812,plant,selectivity,0.530888629
9,Epo_Dpl,Coriandrum_sativum,0.343654707,plant,selectivity,0.530888629
9,Epo_Dpl,Centaurea_cyanus,0.60371409,plant,selectivity,0.530888629
9,Epo_Dpl,Cucurbita_pepo,NA,plant,selectivity,0.530888629
9,Epo_Dpl,Lupinus_hartwegii,1,plant,selectivity,0.530888629
9,Epo_Dpl,Salvia_farinacea,1,plant,selectivity,0.530888629
1,Epo_Epl,Eristalis_tenax,0.606670559,pollinator,selectivity,0.640372564
1,Epo_Epl,Oxysarcodexia_varia,1,pollinator,selectivity,0.640372564
1,Epo_Epl,Bombus_terrestris,0.325807053,pollinator,selectivity,0.640372564
1,Epo_Epl,Leioproctus_paahaumaa,0.523636857,pollinator,selectivity,0.640372564
1,Epo_Epl,Megachile_rotundata,0.432350973,pollinator,selectivity,0.640372564
10,Epo_Dpl,Eristalis_tenax,0.169721771,pollinator,selectivity,0.564982988
10,Epo_Dpl,Oxysarcodexia_varia,0.102130467,pollinator,selectivity,0.564982988
10,Epo_Dpl,Megachile_rotundata,0.059783468,pollinator,selectivity,0.564982988
10,Epo_Dpl,Bombus_terrestris,0.143049197,pollinator,selectivity,0.564982988
10,Epo_Dpl,Leioproctus_paahaumaa,0.144558375,pollinator,selectivity,0.564982988
11,Dpo_Dpl,Megachile_rotundata,0.200516424,pollinator,selectivity,0.419613917
11,Dpo_Dpl,Eristalis_tenax,0.102925328,pollinator,selectivity,0.419613917
11,Dpo_Dpl,Oxysarcodexia_varia,0.250945607,pollinator,selectivity,0.419613917
11,Dpo_Dpl,Bombus_terrestris,0.156631563,pollinator,selectivity,0.419613917
11,Dpo_Dpl,Leioproctus_paahaumaa,0.245378831,pollinator,selectivity,0.419613917
12,Dpo_Dpl,Megachile_rotundata,0.199760455,pollinator,selectivity,0.435385096
12,Dpo_Dpl,Eristalis_tenax,0.118281621,pollinator,selectivity,0.435385096
12,Dpo_Dpl,Oxysarcodexia_varia,0.13681993,pollinator,selectivity,0.435385096
12,Dpo_Dpl,Leioproctus_paahaumaa,0.16744503,pollinator,selectivity,0.435385096
12,Dpo_Dpl,Bombus_terrestris,0.10541495,pollinator,selectivity,0.435385096
13,Dpo_Dpl,Megachile_rotundata,0.07127281,pollinator,selectivity,0.516556207
13,Dpo_Dpl,Oxysarcodexia_varia,0.14122803,pollinator,selectivity,0.516556207
13,Dpo_Dpl,Eristalis_tenax,0.115644615,pollinator,selectivity,0.516556207
13,Dpo_Dpl,Leioproctus_paahaumaa,0.280324529,pollinator,selectivity,0.516556207
13,Dpo_Dpl,Bombus_terrestris,0.127994579,pollinator,selectivity,0.516556207
14,Dpo_Dpl,Bombus_terrestris,0.099954318,pollinator,selectivity,0.515759074
14,Dpo_Dpl,Megachile_rotundata,0.077221183,pollinator,selectivity,0.515759074
14,Dpo_Dpl,Leioproctus_paahaumaa,0.249923667,pollinator,selectivity,0.515759074
14,Dpo_Dpl,Oxysarcodexia_varia,0.252409689,pollinator,selectivity,0.515759074
14,Dpo_Dpl,Eristalis_tenax,0.081662166,pollinator,selectivity,0.515759074
15,Dpo_Dpl,Oxysarcodexia_varia,0.167605795,pollinator,selectivity,0.443089075
15,Dpo_Dpl,Eristalis_tenax,0.099738237,pollinator,selectivity,0.443089075
15,Dpo_Dpl,Megachile_rotundata,0.167615083,pollinator,selectivity,0.443089075
15,Dpo_Dpl,Leioproctus_paahaumaa,0.102115621,pollinator,selectivity,0.443089075
15,Dpo_Dpl,Bombus_terrestris,0.162824775,pollinator,selectivity,0.443089075
16,Dpo_Epl,Megachile_rotundata,0.453359909,pollinator,selectivity,0.620589723
16,Dpo_Epl,Oxysarcodexia_varia,1,pollinator,selectivity,0.620589723
16,Dpo_Epl,Leioproctus_paahaumaa,NA,pollinator,selectivity,0.620589723
16,Dpo_Epl,Eristalis_tenax,0.453367724,pollinator,selectivity,0.620589723
16,Dpo_Epl,Bombus_terrestris,0.261623772,pollinator,selectivity,0.620589723
17,Dpo_Epl,Leioproctus_paahaumaa,0.49379338,pollinator,selectivity,0.59571479
17,Dpo_Epl,Megachile_rotundata,0.385744017,pollinator,selectivity,0.59571479
17,Dpo_Epl,Oxysarcodexia_varia,0.893230449,pollinator,selectivity,0.59571479
17,Dpo_Epl,Bombus_terrestris,0.448862911,pollinator,selectivity,0.59571479
17,Dpo_Epl,Eristalis_tenax,0.570608988,pollinator,selectivity,0.59571479
18,Dpo_Epl,Megachile_rotundata,1,pollinator,selectivity,0.62016339
18,Dpo_Epl,Oxysarcodexia_varia,0.485168606,pollinator,selectivity,0.62016339
18,Dpo_Epl,Leioproctus_paahaumaa,0.623721727,pollinator,selectivity,0.62016339
18,Dpo_Epl,Bombus_terrestris,0.254990103,pollinator,selectivity,0.62016339
18,Dpo_Epl,Eristalis_tenax,0.383218109,pollinator,selectivity,0.62016339
19,Dpo_Epl,Oxysarcodexia_varia,NA,pollinator,selectivity,0.548131823
19,Dpo_Epl,Leioproctus_paahaumaa,1,pollinator,selectivity,0.548131823
19,Dpo_Epl,Megachile_rotundata,0.638072366,pollinator,selectivity,0.548131823
19,Dpo_Epl,Bombus_terrestris,0.348496297,pollinator,selectivity,0.548131823
19,Dpo_Epl,Eristalis_tenax,0.551049474,pollinator,selectivity,0.548131823
2,Epo_Epl,Eristalis_tenax,0.513171898,pollinator,selectivity,0.686697732
2,Epo_Epl,Oxysarcodexia_varia,0.594360938,pollinator,selectivity,0.686697732
2,Epo_Epl,Bombus_terrestris,0.2735005,pollinator,selectivity,0.686697732
2,Epo_Epl,Megachile_rotundata,0.251897426,pollinator,selectivity,0.686697732
2,Epo_Epl,Leioproctus_paahaumaa,0.613241902,pollinator,selectivity,0.686697732
20,Dpo_Epl,Eristalis_tenax,0.520100056,pollinator,selectivity,0.573247907
20,Dpo_Epl,Oxysarcodexia_varia,0.733504336,pollinator,selectivity,0.573247907
20,Dpo_Epl,Leioproctus_paahaumaa,0.58338207,pollinator,selectivity,0.573247907
20,Dpo_Epl,Megachile_rotundata,0.536492738,pollinator,selectivity,0.573247907
20,Dpo_Epl,Bombus_terrestris,0.429387506,pollinator,selectivity,0.573247907
3,Epo_Epl,Megachile_rotundata,0.308295424,pollinator,selectivity,0.601050892
3,Epo_Epl,Eristalis_tenax,0.664454707,pollinator,selectivity,0.601050892
3,Epo_Epl,Leioproctus_paahaumaa,0.54409459,pollinator,selectivity,0.601050892
3,Epo_Epl,Bombus_terrestris,0.362998111,pollinator,selectivity,0.601050892
3,Epo_Epl,Oxysarcodexia_varia,0.408592413,pollinator,selectivity,0.601050892
4,Epo_Epl,Megachile_rotundata,0.405500002,pollinator,selectivity,0.548366513
4,Epo_Epl,Oxysarcodexia_varia,1,pollinator,selectivity,0.548366513
4,Epo_Epl,Eristalis_tenax,0.606175345,pollinator,selectivity,0.548366513
4,Epo_Epl,Bombus_terrestris,0.439451554,pollinator,selectivity,0.548366513
4,Epo_Epl,Leioproctus_paahaumaa,0.570049588,pollinator,selectivity,0.548366513
5,Epo_Epl,Eristalis_tenax,0.560540645,pollinator,selectivity,0.656495229
5,Epo_Epl,Bombus_terrestris,0.306013171,pollinator,selectivity,0.656495229
5,Epo_Epl,Leioproctus_paahaumaa,0.544572089,pollinator,selectivity,0.656495229
5,Epo_Epl,Oxysarcodexia_varia,0.402651333,pollinator,selectivity,0.656495229
5,Epo_Epl,Megachile_rotundata,0.386531221,pollinator,selectivity,0.656495229
6,Epo_Dpl,Bombus_terrestris,0.108587573,pollinator,selectivity,0.543970875
6,Epo_Dpl,Leioproctus_paahaumaa,0.066499702,pollinator,selectivity,0.543970875
6,Epo_Dpl,Megachile_rotundata,0.101879991,pollinator,selectivity,0.543970875
6,Epo_Dpl,Oxysarcodexia_varia,0.144764459,pollinator,selectivity,0.543970875
6,Epo_Dpl,Eristalis_tenax,0.112636529,pollinator,selectivity,0.543970875
7,Epo_Dpl,Bombus_terrestris,0.123323659,pollinator,selectivity,0.52759868
7,Epo_Dpl,Megachile_rotundata,0.063610244,pollinator,selectivity,0.52759868
7,Epo_Dpl,Leioproctus_paahaumaa,0.102825123,pollinator,selectivity,0.52759868
7,Epo_Dpl,Eristalis_tenax,0.085891129,pollinator,selectivity,0.52759868
7,Epo_Dpl,Oxysarcodexia_varia,0.128760571,pollinator,selectivity,0.52759868
8,Epo_Dpl,Megachile_rotundata,0.127616244,pollinator,selectivity,0.634345977
8,Epo_Dpl,Bombus_terrestris,0.08153188,pollinator,selectivity,0.634345977
8,Epo_Dpl,Oxysarcodexia_varia,0.126959649,pollinator,selectivity,0.634345977
8,Epo_Dpl,Eristalis_tenax,0.1023338,pollinator,selectivity,0.634345977
8,Epo_Dpl,Leioproctus_paahaumaa,0.079592617,pollinator,selectivity,0.634345977
9,Epo_Dpl,Megachile_rotundata,0.045200779,pollinator,selectivity,0.530888629
9,Epo_Dpl,Eristalis_tenax,0.125648757,pollinator,selectivity,0.530888629
9,Epo_Dpl,Bombus_terrestris,0.14128882,pollinator,selectivity,0.530888629
9,Epo_Dpl,Oxysarcodexia_varia,0.109990578,pollinator,selectivity,0.530888629
9,Epo_Dpl,Leioproctus_paahaumaa,0.072952585,pollinator,selectivity,0.530888629
1,Epo_Epl,Coriandrum_sativum,0.010931939,plant,visitation_rate,0.640372564
1,Epo_Epl,Centaurea_cyanus,0.08219285,plant,visitation_rate,0.640372564
1,Epo_Epl,Lupinus_hartwegii,0.022025185,plant,visitation_rate,0.640372564
1,Epo_Epl,Brassica_rapa,0.013198792,plant,visitation_rate,0.640372564
1,Epo_Epl,Fagopyrum_esculentum,0.011677889,plant,visitation_rate,0.640372564
1,Epo_Epl,Salvia_farinacea,0.012124542,plant,visitation_rate,0.640372564
10,Epo_Dpl,Salvia_farinacea,0.006666667,plant,visitation_rate,0.564982988
10,Epo_Dpl,Fagopyrum_esculentum,0.009626843,plant,visitation_rate,0.564982988
10,Epo_Dpl,Brassica_rapa,0.005742363,plant,visitation_rate,0.564982988
10,Epo_Dpl,Coriandrum_sativum,0.028877491,plant,visitation_rate,0.564982988
10,Epo_Dpl,Centaurea_cyanus,0.107824116,plant,visitation_rate,0.564982988
10,Epo_Dpl,Lupinus_hartwegii,0.011025038,plant,visitation_rate,0.564982988
11,Dpo_Dpl,Lupinus_hartwegii,0.008455791,plant,visitation_rate,0.419613917
11,Dpo_Dpl,Salvia_farinacea,0.006666667,plant,visitation_rate,0.419613917
11,Dpo_Dpl,Brassica_rapa,0.005265415,plant,visitation_rate,0.419613917
11,Dpo_Dpl,Coriandrum_sativum,0.003287982,plant,visitation_rate,0.419613917
11,Dpo_Dpl,Cucurbita_pepo,0.033333333,plant,visitation_rate,0.419613917
11,Dpo_Dpl,Centaurea_cyanus,0.02825,plant,visitation_rate,0.419613917
11,Dpo_Dpl,Fagopyrum_esculentum,0.005099846,plant,visitation_rate,0.419613917
12,Dpo_Dpl,Brassica_rapa,0.004501474,plant,visitation_rate,0.435385096
12,Dpo_Dpl,Coriandrum_sativum,0.024625693,plant,visitation_rate,0.435385096
12,Dpo_Dpl,Lupinus_hartwegii,0.001442566,plant,visitation_rate,0.435385096
12,Dpo_Dpl,Centaurea_cyanus,0.032101651,plant,visitation_rate,0.435385096
12,Dpo_Dpl,Cucurbita_pepo,0.021428571,plant,visitation_rate,0.435385096
12,Dpo_Dpl,Fagopyrum_esculentum,0.006488095,plant,visitation_rate,0.435385096
13,Dpo_Dpl,Brassica_rapa,0.005081973,plant,visitation_rate,0.516556207
13,Dpo_Dpl,Fagopyrum_esculentum,0.003916242,plant,visitation_rate,0.516556207
13,Dpo_Dpl,Cucurbita_pepo,0.06,plant,visitation_rate,0.516556207
13,Dpo_Dpl,Coriandrum_sativum,0.013392479,plant,visitation_rate,0.516556207
13,Dpo_Dpl,Centaurea_cyanus,0.148129892,plant,visitation_rate,0.516556207
13,Dpo_Dpl,Lupinus_hartwegii,0.005632268,plant,visitation_rate,0.516556207
13,Dpo_Dpl,Salvia_farinacea,0.001666667,plant,visitation_rate,0.516556207
14,Dpo_Dpl,Cucurbita_pepo,0.024444444,plant,visitation_rate,0.515759074
14,Dpo_Dpl,Brassica_rapa,0.004831638,plant,visitation_rate,0.515759074
14,Dpo_Dpl,Fagopyrum_esculentum,0.004643156,plant,visitation_rate,0.515759074
14,Dpo_Dpl,Coriandrum_sativum,0.015447421,plant,visitation_rate,0.515759074
14,Dpo_Dpl,Centaurea_cyanus,0.03776617,plant,visitation_rate,0.515759074
14,Dpo_Dpl,Salvia_farinacea,0.011528822,plant,visitation_rate,0.515759074
14,Dpo_Dpl,Lupinus_hartwegii,0.00255447,plant,visitation_rate,0.515759074
15,Dpo_Dpl,Lupinus_hartwegii,0.002879189,plant,visitation_rate,0.443089075
15,Dpo_Dpl,Brassica_rapa,0.004810142,plant,visitation_rate,0.443089075
15,Dpo_Dpl,Cucurbita_pepo,0.035714286,plant,visitation_rate,0.443089075
15,Dpo_Dpl,Fagopyrum_esculentum,0.003010753,plant,visitation_rate,0.443089075
15,Dpo_Dpl,Coriandrum_sativum,0.008354978,plant,visitation_rate,0.443089075
15,Dpo_Dpl,Centaurea_cyanus,0.026094274,plant,visitation_rate,0.443089075
16,Dpo_Epl,Lupinus_hartwegii,0.058824881,plant,visitation_rate,0.620589723
16,Dpo_Epl,Salvia_farinacea,0.011806966,plant,visitation_rate,0.620589723
16,Dpo_Epl,Centaurea_cyanus,0.071984022,plant,visitation_rate,0.620589723
16,Dpo_Epl,Cucurbita_pepo,0.075,plant,visitation_rate,0.620589723
16,Dpo_Epl,Brassica_rapa,0.063174188,plant,visitation_rate,0.620589723
16,Dpo_Epl,Coriandrum_sativum,0.016586969,plant,visitation_rate,0.620589723
16,Dpo_Epl,Fagopyrum_esculentum,0.012486717,plant,visitation_rate,0.620589723
17,Dpo_Epl,Lupinus_hartwegii,0.009682489,plant,visitation_rate,0.59571479
17,Dpo_Epl,Salvia_farinacea,0.006937059,plant,visitation_rate,0.59571479
17,Dpo_Epl,Brassica_rapa,0.009839552,plant,visitation_rate,0.59571479
17,Dpo_Epl,Coriandrum_sativum,0.010462843,plant,visitation_rate,0.59571479
17,Dpo_Epl,Fagopyrum_esculentum,0.004817591,plant,visitation_rate,0.59571479
17,Dpo_Epl,Centaurea_cyanus,0.029895069,plant,visitation_rate,0.59571479
18,Dpo_Epl,Lupinus_hartwegii,0.027605436,plant,visitation_rate,0.62016339
18,Dpo_Epl,Coriandrum_sativum,0.044745497,plant,visitation_rate,0.62016339
18,Dpo_Epl,Salvia_farinacea,0.010916129,plant,visitation_rate,0.62016339
18,Dpo_Epl,Brassica_rapa,0.011459935,plant,visitation_rate,0.62016339
18,Dpo_Epl,Cucurbita_pepo,0.002083333,plant,visitation_rate,0.62016339
18,Dpo_Epl,Fagopyrum_esculentum,0.026645455,plant,visitation_rate,0.62016339
18,Dpo_Epl,Centaurea_cyanus,0.048389421,plant,visitation_rate,0.62016339
19,Dpo_Epl,Fagopyrum_esculentum,0.002281179,plant,visitation_rate,0.548131823
19,Dpo_Epl,Salvia_farinacea,0.009846154,plant,visitation_rate,0.548131823
19,Dpo_Epl,Centaurea_cyanus,0.042979602,plant,visitation_rate,0.548131823
19,Dpo_Epl,Coriandrum_sativum,0.02720658,plant,visitation_rate,0.548131823
19,Dpo_Epl,Cucurbita_pepo,0.062962963,plant,visitation_rate,0.548131823
19,Dpo_Epl,Lupinus_hartwegii,0.023558288,plant,visitation_rate,0.548131823
19,Dpo_Epl,Brassica_rapa,0.013581796,plant,visitation_rate,0.548131823
2,Epo_Epl,Lupinus_hartwegii,0.017235043,plant,visitation_rate,0.686697732
2,Epo_Epl,Brassica_rapa,0.016222749,plant,visitation_rate,0.686697732
2,Epo_Epl,Fagopyrum_esculentum,0.01771719,plant,visitation_rate,0.686697732
2,Epo_Epl,Coriandrum_sativum,0.013317178,plant,visitation_rate,0.686697732
2,Epo_Epl,Centaurea_cyanus,0.046345462,plant,visitation_rate,0.686697732
2,Epo_Epl,Salvia_farinacea,0.007955378,plant,visitation_rate,0.686697732
20,Dpo_Epl,Fagopyrum_esculentum,0.002610501,plant,visitation_rate,0.573247907
20,Dpo_Epl,Brassica_rapa,0.013912028,plant,visitation_rate,0.573247907
20,Dpo_Epl,Lupinus_hartwegii,0.012130901,plant,visitation_rate,0.573247907
20,Dpo_Epl,Centaurea_cyanus,0.070930829,plant,visitation_rate,0.573247907
20,Dpo_Epl,Coriandrum_sativum,0.027322634,plant,visitation_rate,0.573247907
20,Dpo_Epl,Salvia_farinacea,0.021213524,plant,visitation_rate,0.573247907
3,Epo_Epl,Lupinus_hartwegii,0.015086982,plant,visitation_rate,0.601050892
3,Epo_Epl,Coriandrum_sativum,0.004150794,plant,visitation_rate,0.601050892
3,Epo_Epl,Brassica_rapa,0.012720307,plant,visitation_rate,0.601050892
3,Epo_Epl,Centaurea_cyanus,0.049304637,plant,visitation_rate,0.601050892
3,Epo_Epl,Fagopyrum_esculentum,0.008501028,plant,visitation_rate,0.601050892
3,Epo_Epl,Salvia_farinacea,0.006918699,plant,visitation_rate,0.601050892
4,Epo_Epl,Salvia_farinacea,0.005206916,plant,visitation_rate,0.548366513
4,Epo_Epl,Coriandrum_sativum,0.011350289,plant,visitation_rate,0.548366513
4,Epo_Epl,Cucurbita_pepo,0.033333333,plant,visitation_rate,0.548366513
4,Epo_Epl,Centaurea_cyanus,0.080341711,plant,visitation_rate,0.548366513
4,Epo_Epl,Brassica_rapa,0.012088269,plant,visitation_rate,0.548366513
4,Epo_Epl,Fagopyrum_esculentum,0.005777778,plant,visitation_rate,0.548366513
4,Epo_Epl,Lupinus_hartwegii,0.009656762,plant,visitation_rate,0.548366513
5,Epo_Epl,Centaurea_cyanus,0.047504499,plant,visitation_rate,0.656495229
5,Epo_Epl,Coriandrum_sativum,0.035949537,plant,visitation_rate,0.656495229
5,Epo_Epl,Brassica_rapa,0.020682128,plant,visitation_rate,0.656495229
5,Epo_Epl,Lupinus_hartwegii,0.0058163,plant,visitation_rate,0.656495229
5,Epo_Epl,Fagopyrum_esculentum,0.015214762,plant,visitation_rate,0.656495229
5,Epo_Epl,Cucurbita_pepo,0.01,plant,visitation_rate,0.656495229
5,Epo_Epl,Salvia_farinacea,0.009119294,plant,visitation_rate,0.656495229
6,Epo_Dpl,Brassica_rapa,0.00498063,plant,visitation_rate,0.543970875
6,Epo_Dpl,Salvia_farinacea,0.004573935,plant,visitation_rate,0.543970875
6,Epo_Dpl,Lupinus_hartwegii,0.003636096,plant,visitation_rate,0.543970875
6,Epo_Dpl,Cucurbita_pepo,0.05,plant,visitation_rate,0.543970875
6,Epo_Dpl,Coriandrum_sativum,0.008980526,plant,visitation_rate,0.543970875
6,Epo_Dpl,Fagopyrum_esculentum,0.005971246,plant,visitation_rate,0.543970875
6,Epo_Dpl,Centaurea_cyanus,0.06197297,plant,visitation_rate,0.543970875
7,Epo_Dpl,Cucurbita_pepo,0.005194805,plant,visitation_rate,0.52759868
7,Epo_Dpl,Fagopyrum_esculentum,0.013908679,plant,visitation_rate,0.52759868
7,Epo_Dpl,Brassica_rapa,0.012049098,plant,visitation_rate,0.52759868
7,Epo_Dpl,Coriandrum_sativum,0.02382375,plant,visitation_rate,0.52759868
7,Epo_Dpl,Lupinus_hartwegii,0.0025,plant,visitation_rate,0.52759868
7,Epo_Dpl,Centaurea_cyanus,0.02115419,plant,visitation_rate,0.52759868
